Unnamed: 0,product_name,url,categories,proteins_100g,fat_100g,saturated-fat_100g,sodium_100g,fruits-vegetables-nuts-dried_100g,carbohydrates_100g,salt_100g,sugars_100g,fiber_100g,energy-kcal_100g,alcohol_100g,nutrition-score-fr_100g
786748,Undefined,http://world-en.openfoodfacts.org/product/3662014170208,Undefined,8466.0,28.0,96.0,0.0,0.0,86.0,0.0,56.0,0.0,356.0,55.0,0.0
926380,whey chocolat,http://world-en.openfoodfacts.org/product/4250350518458/whey-chocolat-body-attack,"Compléments alimentaires, Compléments pour le Bodybuilding, Protéines en poudre",110.0,21.3,12.0,0.933,0.0,56.0,2.33,54.0,0.0,3570.0,0.0,40.0
483236,Barquette gratons,http://world-en.openfoodfacts.org/product/2424910012270/barquette-gratons-porc-71,Viande. gratins porc,28.0,656.0,266.0,0.456,0.0,0.0,1.14,0.0,0.0,2992.0,0.0,0.0
503371,olives sauce pistou,http://world-en.openfoodfacts.org/product/2609867016407/olives-sauce-pistou-grand-frais,Undefined,15.0,220.0,28.0,0.1376,0.0,44.0,0.344,5.0,0.0,0.0,0.0,0.0
535638,Sushi passion,http://world-en.openfoodfacts.org/product/3038682099019/sushi-passion-comptoir-sushi,"Plats préparés,Sushis et makis,Sushis",5.6,670.0,2.1,0.76,0.0,20.0,1.9,2.3,0.0,665.0,0.0,11.0
611858,Sprits au beurre,http://world-en.openfoodfacts.org/product/3258561021225/sprits-au-beurre-belle-france,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Shortbread cookies, Sprits",25.0,128.0,85.9,1.36,0.0,274.0,3.41,90.5,0.0,0.0,0.0,40.0
865125,Oltremonti Galoppa Extra Virgin Olive Oil,http://world-en.openfoodfacts.org/product/3770007227676/oltremonti-galoppa-extra-virgin-olive-oil,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Produits de l'olivier, Matières grasses végétales, Huiles, Huiles d'olive, Huiles d'olive vierges extra",0.0,109.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4105.0,0.0,6.0
992097,Undefined,http://world-en.openfoodfacts.org/product/5060419890543,Undefined,66.7,153.0,24.3,0.933,0.0,86.7,2.33,19.3,0.0,8300.0,0.0,0.0
1174130,Jambon cru,http://world-en.openfoodfacts.org/product/8028257014313/jambon-cru-negroni,Undefined,28.0,185.1,6.4,0.002,0.0,0.0,0.005,0.0,0.0,1146.0,0.0,0.0
1340218,abrikoos fruitspread,http://world-en.openfoodfacts.org/product/8718452325191/abrikoos-fruitspread-jumbo,e129,0.3,482.0,17.0,0.016,0.0,26.7,0.04,26.6,1.3,473.0,0.0,15.0
408930,cervelas de volaille 100%poulet,http://world-en.openfoodfacts.org/product/17226608/cervelas-de-volaille-100-poulet-pierre-schmidt,"Viandes, Charcuteries",14.0,17.0,213.0,0.0006799999999999999,0.0,0.9,0.0017,0.7,0.0,891.0,0.0,12.0
483236,Barquette gratons,http://world-en.openfoodfacts.org/product/2424910012270/barquette-gratons-porc-71,Viande. gratins porc,28.0,656.0,266.0,0.456,0.0,0.0,1.14,0.0,0.0,2992.0,0.0,0.0
553999,Undefined,http://world-en.openfoodfacts.org/product/3129670608426,Undefined,0.0,0.0,5555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587084,Bouton D Or Huile Mais,http://world-en.openfoodfacts.org/product/3250390000532/bouton-d-or-huile-mais,Matières grasses,50.0,100.0,130.0,0.0,0.0,50.0,0.0,50.0,0.0,3770.0,0.0,30.0
601191,Palets dorés noix de coco,http://world-en.openfoodfacts.org/product/3256220271325/palets-dores-noix-de-coco-u,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits",5.9,20.0,120.0,0.332,0.0,68.0,0.83,32.0,3.4,2013.0,0.0,23.0
1070413,Organic extra virgin olive oil,http://world-en.openfoodfacts.org/product/6191509903030/organic-extra-virgin-olive-oil-terra-delyssa,"Plant-based foods and beverages,Plant-based foods,Fats,Olive tree products,Vegetable fats,Vegetable oils,Olive oils,Extra-virgin olive oils",0.0,93.33,1780.0,0.0,0.0,0.0,0.0,0.0,0.0,3347.0,0.0,14.0
49439,Onion Flavored Rings,http://world-en.openfoodfacts.org/product/0028293700100/onion-flavored-rings-brim-s,Undefined,3.57,39.3,5.36,1430.0,0.0,46.4,3570.0,1.79,0.0,2240.0,0.0,0.0
50146,Crunchy White Cheddar,http://world-en.openfoodfacts.org/product/0028400171915/crunchy-white-cheddar-cheetos,Undefined,7.14,35.7,5.36,762.0,0.0,53.6,1900.0,3.57,3.57,2390.0,0.0,0.0
137149,Soutlr patch,http://world-en.openfoodfacts.org/product/0057700015568/soutlr-patch,Undefined,0.0,0.0,0.0,3000.0,0.0,90.0,7500.0,77.5,0.0,1569.0,0.0,0.0
413514,Cookie fruits secs prêt à manger,http://world-en.openfoodfacts.org/product/2000000099565/cookie-fruits-secs-pret-a-manger,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Cookies",6.5,15.7,8.8,131.8768,0.0,57.5,329.69199999999995,32.9,3.3,1686.0,0.0,27.0
535215,Sauce Provençale : Tomates fraîches et herbes de Provence,http://world-en.openfoodfacts.org/product/3038359005213/sauce-provencale-tomates-fraiches-et-herbes-de-provence-panzani,"Epicerie, Sauces, Sauces tomate, Sauces provençales",1.3,2.5,0.3,440.0,0.0,6.9,1100.0,3.6,0.0,243.0,0.0,5.0
648520,Chocolat noir du Venezuela,http://world-en.openfoodfacts.org/product/3286110002005/chocolat-noir-du-venezuela-mazet,Undefined,7.8,42.3,26.6,680.0,0.0,30.9,1700.0,26.3,0.0,2255.0,0.0,0.0
757121,Filets de sole tropicale x 5,http://world-en.openfoodfacts.org/product/3564700600276/filets-de-sole-tropicale-x-5-marque-repere,Undefined,17.2,1.0,0.2,160.0,0.0,0.5,400.0,0.5,0.0,0.0,0.0,0.0
763581,Modilac expert,http://world-en.openfoodfacts.org/product/3572731201638/modilac-expert,Undefined,11.0,26.0,11.0,152.4,0.0,55.0,381.0,50.0,3.0,2125.0,0.0,0.0
864735,Whey concentrée myrtille,http://world-en.openfoodfacts.org/product/3770006664540/whey-concentree-myrtille-greenwhey,Protéines en poudre,77.7,3.9000000953674,2.9000000953674,291.0,0.0,9.2,727.5,9.2,0.0,1623.0,0.0,18.0
993778,Traditional Jelly Babies,http://world-en.openfoodfacts.org/product/5060651780015/traditional-jelly-babies,Undefined,5.27,0.43,0.2,1800.0,0.0,79.1,4500.0,70.3,0.0,1427.0,0.0,0.0
1077004,Champignons shiitake,http://world-en.openfoodfacts.org/product/6902014110109/champignons-shiitake-lotus-rouge,Undefined,12.0,1.7,1.0,213.868,0.0,42.0,534.67,1.0,1.0,0.0,0.0,0.0
1137444,Yerba Mate,http://world-en.openfoodfacts.org/product/7790802000027/yerba-mate,Undefined,0.5,0.0,0.0,3440.0,0.0,4.85,8600.0,1.25,0.0,96.0,0.0,0.0
1141926,Sequilhos tradicional,http://world-en.openfoodfacts.org/product/7898950172105/sequilhos-tradicional,Undefined,0.0,3.4,0.9,640.0,0.0,20.0,1600.0,10.0,0.0,464.0,0.0,0.0
1188694,Tokke,http://world-en.openfoodfacts.org/product/8410109102246/tokke-valor,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Wafers",6.2,24.0,17.0,160.0,0.0,65.0,400.0,50.0,0.0,2109.0,0.0,36.0
1204165,Undefined,http://world-en.openfoodfacts.org/product/8410902002620,Undefined,0.0,0.0,0.0,176.4,0.0,0.0,441.0,0.0,0.0,0.0,14.0,0.0
1366386,Australian Lite Milk,http://world-en.openfoodfacts.org/product/9300633386696/australian-lite-milk-woolworths,"Dairies,Milks",3.4,1.3,0.9,172.0,0.0,0.0,430.0,0.0,0.0,188.0,0.0,8.0
173635,Molasses,http://world-en.openfoodfacts.org/product/0072400711244/molasses-grandma-s,"Sweeteners, Syrups, Simple syrups, Molasses",0.0,0.0,0.0,0.135,0.0,107.0,0.339,93.3,0.0,1670.0,0.0,15.0
280192,Torsades aux oeufs frais,http://world-en.openfoodfacts.org/product/04371306/torsades-aux-oeufs-frais-lustucru,Pates,14.0,3.5,0.8,0.008,0.0,704.5,0.02,0.0,3.0,1565.0,0.0,0.0
288915,Beurre de Pommes,http://world-en.openfoodfacts.org/product/0621980022501/beurre-de-pommes-le-versant-rouge,"Produits à tartiner, Petit-déjeuners, Produits à tartiner sucrés",0.667,0.667,0.0,0.0,0.0,140.0,0.0,73.3,6.67,2230.0,0.0,11.0
298979,Laddu (Sweet Lentil Balls),http://world-en.openfoodfacts.org/product/0664648120256/laddu-sweet-lentil-balls-daily-delight,Undefined,26.7,13.3,4.44,0.0622,0.0,171.0,0.156,71.1,64.4,0.0,0.0,0.0
562815,Fromage Blanc 0% Fraise,http://world-en.openfoodfacts.org/product/3176572611016/fromage-blanc-0-fraise-calin-fraise,Undefined,67.0,0.1,0.1,0.04,0.0,139.0,0.1,139.0,0.0,305.0,0.0,0.0
579460,Sirop d'Agave brun bio,http://world-en.openfoodfacts.org/product/3229820787909/sirop-d-agave-brun-bio-bjorg,"Édulcorants, Sirops, Sirops simples, Sirops d'agave, Sirops traditionnels",0.0,0.0,0.0,0.056,0.0,104.0,0.14,104.0,0.0,0.0,0.0,15.0
611858,Sprits au beurre,http://world-en.openfoodfacts.org/product/3258561021225/sprits-au-beurre-belle-france,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Shortbread cookies, Sprits",25.0,128.0,85.9,1.36,0.0,274.0,3.41,90.5,0.0,0.0,0.0,40.0
663151,Quinoa soufflé,http://world-en.openfoodfacts.org/product/3325840284609/quinoa-souffle-thiercelin,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Grains soufflées, Céréales soufflées, Quinoa soufflé",28.6,14.3,0.0,0.18600000000000005,0.0,139.0,0.464,0.0,17.9,3320.0,0.0,6.0
690078,Porridge EXPRESS',http://world-en.openfoodfacts.org/product/3380380083723/porridge-express-primeal,Undefined,31.3,15.3,3.0,0.0267,0.0,209.0,0.0667,75.3,0.0,4840.0,0.0,0.0
735183,PHYSIOLAC CROISSANCE 3EME AGE,http://world-en.openfoodfacts.org/product/3518646123061/physiolac-croissance-3eme-age,Undefined,38.0,57.0,28.3,0.0,0.0,178.0,0.0,143.0,0.0,5830.0,0.0,0.0
737525,High protein,http://world-en.openfoodfacts.org/product/3525722016711/high-protein-euromadi-iberica-s-a,Undefined,35.8,12.5,6.13,0.09,0.0,155.0,0.225,9.0,22.1,1490.0,0.0,0.0
767087,Iso+,http://world-en.openfoodfacts.org/product/3583788289746/iso-aptonia,Boisson isotonique,0.263,2.63,0.342,2.32,0.0,230.0,5.79,175.0,0.0,1440.0,0.0,24.0
797217,Banania,http://world-en.openfoodfacts.org/product/3700278404251/banania,Cacaos et chocolats en poudre,38.5,17.5,10.5,0.46,0.0,125.0,1.15,115.0,6.5,3500.0,0.0,30.0
867070,Le Moelleux Duo,http://world-en.openfoodfacts.org/product/3770009601382/le-moelleux-duo-matatie,"Biscuits et gâteaux, Gâteaux, Gâteaux au chocolat",12.2,70.4,8.52,0.8,0.0,196.0,2.0,100.0,18.5,6290.0,0.0,31.0
897313,Edulcorants Naturels,http://world-en.openfoodfacts.org/product/4016249011123/edulcorants-naturels-allos,Undefined,0.0,0.0,0.0,0.0,0.0,103.0,0.0,103.0,0.0,1728.0,0.0,0.0
897328,Sirop d'agave pur,http://world-en.openfoodfacts.org/product/4016249015732/sirop-d-agave-pur-allos,"Édulcorants, Sirops, Sirops simples, Sirops d'agave, Sirops traditionnels",0.1,0.1,0.0,0.0052,0.0,103.0,0.013,103.0,0.0,1728.0,0.0,15.0
926258,Chili,http://world-en.openfoodfacts.org/product/4250241207188/chili-iglo,Gefrorene Gewürzpflanzen,2.3,1.3,0.5,0.008,0.0,198.0,0.02,2.0,6.9,201.0,0.0,-11.0
966369,Granola,http://world-en.openfoodfacts.org/product/5010477356277/granola-jordans,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Flocons,Flocons de céréales,Mélanges de flocons de céréales,Mueslis,Mueslis aux noix",35.8,35.8,5.33,0.0267,0.0,124.0,0.0667,6.44,17.6,4160.0,0.0,11.0
1054337,M&M's crunchy caramel,http://world-en.openfoodfacts.org/product/5900951273308/m-m-s-crunchy-caramel,Undefined,9.75,45.0,27.5,0.32,0.0,185.0,0.8,172.0,6.5,5000.0,0.0,0.0
1101424,Ricola Cranberry Bonbons suisses aux plantes,http://world-en.openfoodfacts.org/product/7610700614914/ricola-cranberry-bonbons-suisses-aux-plantes,"Snacks,Snacks sucrés,Confiseries,Bonbons,Confiseries-sans-sucre",0.0,0.0,0.0,0.0,0.0,9700.0,0.0,0.0,0.0,99600.0,0.0,10.0
1111145,Cereales Nestum Miel,http://world-en.openfoodfacts.org/product/7613035803565/cereales-nestum-miel-nestle,Undefined,27.3,3.33,0.667,0.0267,0.0,267.0,0.0667,96.7,16.7,2640.0,0.0,0.0
1352101,สแน็คแจ๊ค รสวาซาบิ,http://world-en.openfoodfacts.org/product/8854923212307/%E0%B8%AA%E0%B9%81%E0%B8%99%E0%B9%87%E0%B8%84%E0%B9%81%E0%B8%88%E0%B9%8A%E0%B8%84-%E0%B8%A3%E0%B8%AA%E0%B8%A7%E0%B8%B2%E0%B8%8B%E0%B8%B2%E0%B8%9A%E0%B8%B4-snack-jack,ขนม-ของว่าง,44.9,74.3,28.3,1.71,0.0,128.0,4.29,7.71,0.0,2150.0,0.0,27.0
1355904,Moong Dal,http://world-en.openfoodfacts.org/product/8904156707320/moong-dal-maiyas,"Snacks,Salty snacks,Appetizers,Crackers",80.8,75.2,37.6,3.4,0.0,226.0,8.5,0.0,4.0,7970.0,0.0,26.0
49439,Onion Flavored Rings,http://world-en.openfoodfacts.org/product/0028293700100/onion-flavored-rings-brim-s,Undefined,3.57,39.3,5.36,1430.0,0.0,46.4,3570.0,1.79,0.0,2240.0,0.0,0.0
50146,Crunchy White Cheddar,http://world-en.openfoodfacts.org/product/0028400171915/crunchy-white-cheddar-cheetos,Undefined,7.14,35.7,5.36,762.0,0.0,53.6,1900.0,3.57,3.57,2390.0,0.0,0.0
137149,Soutlr patch,http://world-en.openfoodfacts.org/product/0057700015568/soutlr-patch,Undefined,0.0,0.0,0.0,3000.0,0.0,90.0,7500.0,77.5,0.0,1569.0,0.0,0.0
359038,"Himalayan chef, himalayan pink salt grinder",http://world-en.openfoodfacts.org/product/0818581010857/himalayan-chef-himalayan-pink-salt-grinder,"Groceries, Condiments, Salts, Sels roses",0.0,0.0,0.0,42.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0
391755,Pure himalayan salt,http://world-en.openfoodfacts.org/product/0873778006112/pure-himalayan-salt,"Groceries, Condiments",0.0,0.0,0.0,42.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,10.0
391756,Pure himalayan salt,http://world-en.openfoodfacts.org/product/0873778006129/pure-himalayan-salt,"Groceries, Condiments",0.0,0.0,0.0,42.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,10.0
396472,Himalayan pink salt grinder,http://world-en.openfoodfacts.org/product/0888670046517/himalayan-pink-salt-grinder,"Groceries, Condiments",0.0,0.0,0.0,42.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0
408482,galette dukan,http://world-en.openfoodfacts.org/product/16400124/galette-dukan,Undefined,8.57,22.9,0.0,52.6,0.0,20.0,131.0,0.0,0.0,496.0,0.0,0.0
413514,Cookie fruits secs prêt à manger,http://world-en.openfoodfacts.org/product/2000000099565/cookie-fruits-secs-pret-a-manger,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Cookies",6.5,15.7,8.8,131.8768,0.0,57.5,329.69199999999995,32.9,3.3,1686.0,0.0,27.0
535215,Sauce Provençale : Tomates fraîches et herbes de Provence,http://world-en.openfoodfacts.org/product/3038359005213/sauce-provencale-tomates-fraiches-et-herbes-de-provence-panzani,"Epicerie, Sauces, Sauces tomate, Sauces provençales",1.3,2.5,0.3,440.0,0.0,6.9,1100.0,3.6,0.0,243.0,0.0,5.0
535688,Bar,http://world-en.openfoodfacts.org/product/3038687517013/bar-delpierre,"Produits de la mer, Poissons, Filets de poissons, Bars, Filets de bar",20.0,8.9,1.9,78.74,0.0,0.0,196.85,0.0,0.0,674.0,0.0,13.0
648520,Chocolat noir du Venezuela,http://world-en.openfoodfacts.org/product/3286110002005/chocolat-noir-du-venezuela-mazet,Undefined,7.8,42.3,26.6,680.0,0.0,30.9,1700.0,26.3,0.0,2255.0,0.0,0.0
748959,Cognac VS,http://world-en.openfoodfacts.org/product/3560070815685/cognac-vs-prince-st-merac,"Boissons, Boissons alcoolisées, Alcools forts, Eaux-de-vie, Cognac",0.0,0.0,0.0,40.64,0.0,0.0,101.6,0.0,0.0,0.0,0.0,0.0
757121,Filets de sole tropicale x 5,http://world-en.openfoodfacts.org/product/3564700600276/filets-de-sole-tropicale-x-5-marque-repere,Undefined,17.2,1.0,0.2,160.0,0.0,0.5,400.0,0.5,0.0,0.0,0.0,0.0
763581,Modilac expert,http://world-en.openfoodfacts.org/product/3572731201638/modilac-expert,Undefined,11.0,26.0,11.0,152.4,0.0,55.0,381.0,50.0,3.0,2125.0,0.0,0.0
830603,Sirop de bleuet du lac st-jean,http://world-en.openfoodfacts.org/product/3760101800738/sirop-de-bleuet-du-lac-st-jean,Undefined,0.0,0.0,0.0,52.0,0.0,89.0,130.0,82.0,0.0,1490.0,0.0,0.0
864735,Whey concentrée myrtille,http://world-en.openfoodfacts.org/product/3770006664540/whey-concentree-myrtille-greenwhey,Protéines en poudre,77.7,3.9000000953674,2.9000000953674,291.0,0.0,9.2,727.5,9.2,0.0,1623.0,0.0,18.0
903011,Powerbar Powergel Shots (60GR) - Cola,http://world-en.openfoodfacts.org/product/4029679500211/powerbar-powergel-shots-60gr-cola,"Snacks, Snacks sucrés, Confiseries, Bonbons",6.3,0.0,0.0,50.0,0.0,80.0,125.0,60.0,0.0,0.0,0.0,24.0
993778,Traditional Jelly Babies,http://world-en.openfoodfacts.org/product/5060651780015/traditional-jelly-babies,Undefined,5.27,0.43,0.2,1800.0,0.0,79.1,4500.0,70.3,0.0,1427.0,0.0,0.0
1077004,Champignons shiitake,http://world-en.openfoodfacts.org/product/6902014110109/champignons-shiitake-lotus-rouge,Undefined,12.0,1.7,1.0,213.868,0.0,42.0,534.67,1.0,1.0,0.0,0.0,0.0
1137444,Yerba Mate,http://world-en.openfoodfacts.org/product/7790802000027/yerba-mate,Undefined,0.5,0.0,0.0,3440.0,0.0,4.85,8600.0,1.25,0.0,96.0,0.0,0.0
1141926,Sequilhos tradicional,http://world-en.openfoodfacts.org/product/7898950172105/sequilhos-tradicional,Undefined,0.0,3.4,0.9,640.0,0.0,20.0,1600.0,10.0,0.0,464.0,0.0,0.0
1188694,Tokke,http://world-en.openfoodfacts.org/product/8410109102246/tokke-valor,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Wafers",6.2,24.0,17.0,160.0,0.0,65.0,400.0,50.0,0.0,2109.0,0.0,36.0
1204165,Undefined,http://world-en.openfoodfacts.org/product/8410902002620,Undefined,0.0,0.0,0.0,176.4,0.0,0.0,441.0,0.0,0.0,0.0,14.0,0.0
1366386,Australian Lite Milk,http://world-en.openfoodfacts.org/product/9300633386696/australian-lite-milk-woolworths,"Dairies,Milks",3.4,1.3,0.9,172.0,0.0,0.0,430.0,0.0,0.0,188.0,0.0,8.0
448214,bananes bio,http://world-en.openfoodfacts.org/product/2184435001196/bananes-bio-fruidor,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, en:bananas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,1255.0,0.0,0.0
562815,Fromage Blanc 0% Fraise,http://world-en.openfoodfacts.org/product/3176572611016/fromage-blanc-0-fraise-calin-fraise,Undefined,67.0,0.1,0.1,0.04,0.0,139.0,0.1,139.0,0.0,305.0,0.0,0.0
579460,Sirop d'Agave brun bio,http://world-en.openfoodfacts.org/product/3229820787909/sirop-d-agave-brun-bio-bjorg,"Édulcorants, Sirops, Sirops simples, Sirops d'agave, Sirops traditionnels",0.0,0.0,0.0,0.056,0.0,104.0,0.14,104.0,0.0,0.0,0.0,15.0
735183,PHYSIOLAC CROISSANCE 3EME AGE,http://world-en.openfoodfacts.org/product/3518646123061/physiolac-croissance-3eme-age,Undefined,38.0,57.0,28.3,0.0,0.0,178.0,0.0,143.0,0.0,5830.0,0.0,0.0
767087,Iso+,http://world-en.openfoodfacts.org/product/3583788289746/iso-aptonia,Boisson isotonique,0.263,2.63,0.342,2.32,0.0,230.0,5.79,175.0,0.0,1440.0,0.0,24.0
797217,Banania,http://world-en.openfoodfacts.org/product/3700278404251/banania,Cacaos et chocolats en poudre,38.5,17.5,10.5,0.46,0.0,125.0,1.15,115.0,6.5,3500.0,0.0,30.0
897313,Edulcorants Naturels,http://world-en.openfoodfacts.org/product/4016249011123/edulcorants-naturels-allos,Undefined,0.0,0.0,0.0,0.0,0.0,103.0,0.0,103.0,0.0,1728.0,0.0,0.0
897328,Sirop d'agave pur,http://world-en.openfoodfacts.org/product/4016249015732/sirop-d-agave-pur-allos,"Édulcorants, Sirops, Sirops simples, Sirops d'agave, Sirops traditionnels",0.1,0.1,0.0,0.0052,0.0,103.0,0.013,103.0,0.0,1728.0,0.0,15.0
1043607,bolacha chocolate,http://world-en.openfoodfacts.org/product/5601227012361/bolacha-chocolate-amanhecer,Undefined,6.2,0.0,0.0,1.6,0.0,0.0,4.0,365.0,3.7,1996.0,0.0,0.0
1054337,M&M's crunchy caramel,http://world-en.openfoodfacts.org/product/5900951273308/m-m-s-crunchy-caramel,Undefined,9.75,45.0,27.5,0.32,0.0,185.0,0.8,172.0,6.5,5000.0,0.0,0.0
1142047,Undefined,http://world-en.openfoodfacts.org/product/7920055833,Undefined,0.0,93.3,0.0,0.0,0.0,93.3,0.0,120.0,0.0,1670.0,0.0,0.0
350718,Organic Lollipops,http://world-en.openfoodfacts.org/product/0810165010017/organic-lollipops-naturalia,"Boissons, Boissons sans sucre ajouté",0.0,0.0,0.0,0.012,0.0,90.0,0.03,66.0,400.0,1460.0,0.0,15.0
526043,Complete,http://world-en.openfoodfacts.org/product/3014260095246/complete-oral-b,Undefined,100.0,1.0,1.0,0.4,0.0,1.0,1.0,1.0,900.0,4.0,0.0,0.0
806169,Urucum bio du Bresil,http://world-en.openfoodfacts.org/product/3700939500578/urucum-bio-du-bresil-selva-sana,Undefined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0
810838,Anaca3 Perte De Poids - Pilulier De,http://world-en.openfoodfacts.org/product/3760007330018/anaca3-perte-de-poids-pilulier-de,Undefined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,0.0,0.0,0.0
831269,"Lanières de poivrons rouges Piquillo à l'ail SPANICO, bocal de",http://world-en.openfoodfacts.org/product/3760105561758/lanieres-de-poivrons-rouges-piquillo-a-l-ail-spanico-bocal-de,Undefined,1.2,0.5,0.0,0.32,0.0,5.2,0.8,3.4,105.0,134.0,0.0,0.0
945529,Defiligne,http://world-en.openfoodfacts.org/product/44452940/defiligne-yves-rocher,"Boissons, Boissons édulcorées",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,4.0,0.0,-4.0
983471,Active woman meal remplacement,http://world-en.openfoodfacts.org/product/5055936867918/active-woman-meal-remplacement-myprotein,Undefined,36.0,13.0,6.2,0.48,0.0,35.0,1.2,4.4,404.0,1682.0,0.0,0.0
1129558,Milka Schmunzelhase Alpenmilch 175G,http://world-en.openfoodfacts.org/product/7622210988768/milka-schmunzelhase-alpenmilch-175g-mondelez,Undefined,6.3,29.0,18.0,0.15,0.0,59.0,0.375,58.0,178.0,2218.0,0.0,0.0
1160589,CasaRinaldi,http://world-en.openfoodfacts.org/product/8006165398541/casarinaldi-casa-rinaldi,Undefined,54.0,12.0,12.0,33.2,0.0,18.0,83.0,14.0,652.0,515.0,0.0,0.0
571344,James Dowell Blended Scotch Whisky,http://world-en.openfoodfacts.org/product/3222470100005/james-dowell-blended-scotch-whisky,Undefined,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0
